Student_ID,Age,Education_Level,Engagement_Level,Learning_Style
S08891,22,Undergraduate,Medium,Kinesthetic
S08892,47,Undergraduate,Medium,Auditory
S08893,39,High School,Medium,Auditory
S08894,28,High School,Medium,Auditory
S08895,31,High School,Medium,Visual
S08896,45,Postgraduate,Low,Kinesthetic
S08897,40,High School,Low,Auditory
S08898,21,High School,Medium,Visual
S08899,46,Undergraduate,Medium,Visual
S08900,17,Undergraduate,High,Auditory
S08901,49,High School,Low,Auditory
S08902,23,Undergraduate,High,Kinesthetic
S08903,26,Undergraduate,Medium,Auditory
S08904,20,Undergraduate,Medium,Kinesthetic
S08905,15,Postgraduate,Medium,Reading/Writing
S08906,31,Undergraduate,Medium,Reading/Writing
S08907,20,High School,High,Visual
S08908,41,Undergraduate,Low,Kinesthetic
S08909,28,Postgraduate,Medium,Visual
S08910,46,Undergraduate,High,Auditory
S08911,40,Undergraduate,High,Auditory
S08912,27,Undergraduate,High,Auditory
S08913,19,Postgraduate,High,Visual
S08914,18,Undergraduate,High,Reading/Writing
S08915,21,Postgraduate,Medium,Kinesthetic
S08916,47,Undergraduate,Medium,Auditory
S08917,37,High School,Medium,Auditory
S08918,42,Postgraduate,Low,Auditory
S08919,35,Postgraduate,Medium,Kinesthetic
S08920,40,High School,High,Auditory
S08921,39,High School,Low,Auditory
S08922,18,Undergraduate,High,Reading/Writing
S08923,35,Undergraduate,Medium,Kinesthetic
S08924,23,Undergraduate,Low,Kinesthetic
S08925,32,High School,Medium,Kinesthetic
S08926,38,High School,High,Reading/Writing
S08927,34,Undergraduate,Medium,Reading/Writing
S08928,43,High School,High,Auditory
S08929,18,Undergraduate,Medium,Reading/Writing
S08930,16,Undergraduate,Low,Visual
S08931,25,Postgraduate,Medium,Auditory
S08932,28,Undergraduate,High,Visual
S08933,48,Undergraduate,High,Reading/Writing
S08934,48,High School,Medium,Visual
S08935,46,High School,Medium,Auditory
S08936,22,High School,High,Kinesthetic
S08937,38,Postgraduate,Medium,Reading/Writing
S08938,31,Undergraduate,Medium,Reading/Writing
S08939,26,Undergraduate,High,Visual
S08940,42,Postgraduate,Medium,Kinesthetic
S08941,44,High School,Low,Auditory
S08942,25,Postgraduate,Medium,Kinesthetic
S08943,48,High School,High,Visual
S08944,28,Undergraduate,Medium,Kinesthetic
S08945,19,High School,Medium,Kinesthetic
S08946,36,Undergraduate,Medium,Kinesthetic
S08947,26,High School,High,Auditory
S08948,35,High School,Low,Reading/Writing
S08949,44,Undergraduate,Medium,Auditory
S08950,23,High School,Low,Kinesthetic
S08951,22,High School,High,Visual
S08952,32,Undergraduate,High,Kinesthetic
S08953,38,Undergraduate,High,Reading/Writing
S08954,31,Undergraduate,Low,Kinesthetic
S08955,39,Undergraduate,High,Reading/Writing
S08956,40,High School,High,Kinesthetic
S08957,40,Undergraduate,High,Kinesthetic
S08958,44,Undergraduate,High,Auditory
S08959,24,Undergraduate,Medium,Visual
S08960,18,Undergraduate,High,Kinesthetic
S08961,46,High School,Medium,Visual
S08962,22,Undergraduate,High,Visual
S08963,39,Undergraduate,Medium,Auditory
S08964,19,Postgraduate,Medium,Visual
S08965,47,Postgraduate,Medium,Kinesthetic
S08966,44,Undergraduate,Low,Kinesthetic
S08967,29,High School,High,Visual
S08968,47,Postgraduate,High,Kinesthetic
S08969,17,High School,High,Reading/Writing
S08970,35,Undergraduate,Medium,Kinesthetic
S08971,30,High School,High,Visual
S08972,17,Postgraduate,High,Kinesthetic
S08973,25,Undergraduate,Medium,Reading/Writing
S08974,38,High School,High,Reading/Writing
S08975,42,Undergraduate,Low,Reading/Writing
S08976,22,High School,Low,Kinesthetic
S08977,48,High School,Medium,Reading/Writing
S08978,34,High School,High,Kinesthetic
S08979,20,High School,Medium,Auditory
S08980,26,Undergraduate,Medium,Visual
S08981,47,High School,Low,Visual
S08982,47,High School,Low,Visual
S08983,28,Undergraduate,High,Reading/Writing
S08984,49,Undergraduate,High,Reading/Writing
S08985,33,High School,Low,Visual
S08986,21,High School,High,Visual
S08987,49,Undergraduate,Medium,Auditory
S08988,21,High School,High,Auditory
S08989,21,Undergraduate,High,Auditory
S08990,24,High School,High,Kinesthetic
S08991,42,High School,Medium,Kinesthetic
S08992,44,Undergraduate,Low,Kinesthetic
S08993,31,Postgraduate,Medium,Kinesthetic
S08994,23,Undergraduate,High,Auditory
S08995,35,Undergraduate,Medium,Kinesthetic
S08996,44,Undergraduate,Low,Auditory
S08997,37,Undergraduate,High,Reading/Writing
S08998,39,Undergraduate,Medium,Kinesthetic
S08999,19,High School,Medium,Visual
S09000,28,High School,Medium,Reading/Writing
S09001,30,Postgraduate,High,Auditory
S09002,24,Postgraduate,Low,Kinesthetic
S09003,27,Undergraduate,High,Visual
S09004,46,Postgraduate,High,Visual
S09005,39,High School,Medium,Visual
S09006,38,Undergraduate,High,Reading/Writing
S09007,28,High School,High,Auditory
S09008,23,Postgraduate,Medium,Visual
S09009,22,Undergraduate,High,Visual
S09010,44,Undergraduate,Low,Visual
S09011,44,Undergraduate,Medium,Kinesthetic
S09012,31,Undergraduate,Low,Reading/Writing
S09013,39,High School,High,Kinesthetic
S09014,49,Undergraduate,Low,Auditory
S09015,32,High School,High,Kinesthetic
S09016,34,High School,Low,Reading/Writing
S09017,23,Postgraduate,Low,Reading/Writing
S09018,15,Postgraduate,Low,Kinesthetic
S09019,25,Postgraduate,Medium,Reading/Writing
S09020,46,Undergraduate,Medium,Auditory
S09021,18,Undergraduate,Medium,Reading/Writing
S09022,40,High School,Low,Auditory
S09023,45,Undergraduate,High,Auditory
S09024,32,High School,Medium,Auditory
S09025,46,Undergraduate,High,Visual
S09026,19,Undergraduate,Medium,Visual
S09027,26,Postgraduate,Medium,Visual
S09028,27,High School,High,Reading/Writing
S09029,41,High School,Medium,Reading/Writing
S09030,33,Undergraduate,Medium,Visual
S09031,17,Undergraduate,Medium,Reading/Writing
S09032,49,High School,Medium,Reading/Writing
S09033,42,High School,Low,Reading/Writing
S09034,33,Undergraduate,Medium,Auditory
S09035,19,Undergraduate,High,Reading/Writing
S09036,36,Postgraduate,Low,Kinesthetic
S09037,40,High School,Medium,Reading/Writing
S09038,44,Undergraduate,Medium,Auditory
S09039,22,Undergraduate,Low,Auditory
S09040,29,Postgraduate,Medium,Visual
S09041,48,Postgraduate,Medium,Auditory
S09042,36,Undergraduate,Medium,Reading/Writing
S09043,39,Undergraduate,Medium,Visual
S09044,42,High School,High,Visual
S09045,47,Postgraduate,Low,Reading/Writing
S09046,16,High School,Medium,Reading/Writing
S09047,27,Postgraduate,High,Visual
S09048,36,Undergraduate,Medium,Visual
S09049,22,Undergraduate,High,Visual
S09050,27,Undergraduate,High,Visual
S09051,18,Undergraduate,High,Kinesthetic
S09052,15,Undergraduate,Medium,Auditory
S09053,21,Undergraduate,Low,Visual
S09054,24,High School,Low,Visual
S09055,37,High School,High,Kinesthetic
S09056,23,Undergraduate,Medium,Reading/Writing
S09057,47,Undergraduate,Medium,Visual
S09058,32,Undergraduate,Medium,Auditory
S09059,43,High School,High,Kinesthetic
S09060,28,Undergraduate,Medium,Kinesthetic
S09061,16,Undergraduate,Low,Visual
S09062,18,High School,Medium,Kinesthetic
S09063,36,Undergraduate,Medium,Kinesthetic
S09064,40,Undergraduate,High,Reading/Writing
S09065,23,Undergraduate,Medium,Auditory
S09066,25,Undergraduate,High,Visual
S09067,31,Undergraduate,Medium,Visual
S09068,33,Postgraduate,High,Reading/Writing
S09069,17,Postgraduate,High,Reading/Writing
S09070,18,Undergraduate,Low,Visual
S09071,39,Undergraduate,High,Auditory
S09072,48,Undergraduate,Low,Reading/Writing
S09073,42,High School,High,Kinesthetic
S09074,25,Undergraduate,Medium,Kinesthetic
S09075,17,Undergraduate,High,Reading/Writing
S09076,32,Undergraduate,Low,Visual
S09077,43,Undergraduate,Medium,Visual
S09078,19,Postgraduate,Medium,Kinesthetic
S09079,44,Undergraduate,Medium,Reading/Writing
S09080,19,Postgraduate,Low,Visual
S09081,35,Postgraduate,High,Visual
S09082,40,Postgraduate,High,Kinesthetic
S09083,35,High School,Medium,Reading/Writing
S09084,26,Postgraduate,Medium,Kinesthetic
S09085,25,High School,Medium,Kinesthetic
S09086,35,High School,High,Kinesthetic
S09087,28,Undergraduate,Low,Kinesthetic
S09088,30,Undergraduate,Low,Visual
S09089,48,High School,Medium,Kinesthetic
S09090,25,High School,Low,Visual
S09091,42,High School,High,Reading/Writing
S09092,17,Postgraduate,Medium,Visual
S09093,22,High School,Low,Reading/Writing
S09094,48,High School,High,Visual
S09095,42,Postgraduate,Medium,Kinesthetic
S09096,36,Postgraduate,Low,Auditory
S09097,24,High School,High,Kinesthetic
S09098,19,Postgraduate,High,Reading/Writing
S09099,25,High School,Medium,Visual
S09100,26,Undergraduate,Low,Visual
S09101,48,Undergraduate,High,Auditory
S09102,41,High School,Medium,Auditory
S09103,34,Postgraduate,Medium,Visual
S09104,47,Undergraduate,Medium,Kinesthetic
S09105,47,Undergraduate,Low,Visual
S09106,21,High School,Medium,Auditory
S09107,27,High School,Medium,Auditory
S09108,40,Undergraduate,High,Kinesthetic
S09109,32,Undergraduate,Low,Visual
S09110,44,Undergraduate,Medium,Visual
S09111,34,Undergraduate,Medium,Visual
S09112,49,Undergraduate,Medium,Visual
S09113,27,Postgraduate,Medium,Reading/Writing
S09114,19,Undergraduate,High,Kinesthetic
S09115,16,High School,Low,Kinesthetic
S09116,43,High School,Medium,Kinesthetic
S09117,36,Undergraduate,Medium,Visual
S09118,32,Undergraduate,Medium,Auditory
S09119,45,Undergraduate,High,Visual
S09120,40,Undergraduate,Medium,Kinesthetic
S09121,22,Undergraduate,High,Auditory
S09122,16,Undergraduate,High,Kinesthetic
S09123,40,Undergraduate,Medium,Kinesthetic
S09124,38,Undergraduate,High,Auditory
S09125,48,High School,Low,Kinesthetic
S09126,27,Undergraduate,High,Reading/Writing
S09127,49,Undergraduate,High,Reading/Writing
S09128,46,High School,Medium,Reading/Writing
S09129,29,High School,Medium,Auditory
S09130,44,Undergraduate,Medium,Reading/Writing
S09131,38,Undergraduate,Medium,Auditory
S09132,25,High School,High,Kinesthetic
S09133,35,High School,High,Kinesthetic
S09134,40,Undergraduate,Medium,Reading/Writing
S09135,19,Undergraduate,Medium,Visual
S09136,49,Undergraduate,Medium,Visual
S09137,29,Postgraduate,Medium,Kinesthetic
S09138,30,Postgraduate,Medium,Visual
S09139,40,Undergraduate,Medium,Reading/Writing
S09140,30,Undergraduate,High,Visual
S09141,36,Undergraduate,High,Kinesthetic
S09142,38,Undergraduate,Low,Visual
S09143,25,High School,Medium,Reading/Writing
S09144,30,High School,Medium,Visual
S09145,24,Undergraduate,High,Reading/Writing
S09146,44,Postgraduate,Medium,Reading/Writing
S09147,34,Undergraduate,Medium,Auditory
S09148,15,High School,Medium,Auditory
S09149,16,High School,Medium,Auditory
S09150,26,Undergraduate,Low,Auditory
S09151,30,Undergraduate,Low,Reading/Writing
S09152,48,Undergraduate,Low,Visual
S09153,17,Undergraduate,High,Visual
S09154,22,High School,High,Kinesthetic
S09155,49,Postgraduate,Medium,Visual
S09156,19,High School,Medium,Kinesthetic
S09157,15,Undergraduate,Medium,Visual
S09158,40,Undergraduate,High,Reading/Writing
S09159,30,High School,Medium,Visual
S09160,30,Postgraduate,Medium,Reading/Writing
S09161,42,High School,Medium,Reading/Writing
S09162,48,Undergraduate,Medium,Reading/Writing
S09163,34,High School,Low,Visual
S09164,47,Postgraduate,High,Auditory
S09165,36,Undergraduate,High,Reading/Writing
S09166,49,Undergraduate,Medium,Visual
S09167,48,High School,Medium,Reading/Writing
S09168,29,High School,High,Kinesthetic
S09169,48,Postgraduate,Medium,Visual
S09170,41,Undergraduate,High,Kinesthetic
S09171,34,Postgraduate,Low,Auditory
S09172,21,Postgraduate,Medium,Reading/Writing
S09173,34,High School,Medium,Visual
S09174,41,High School,Medium,Auditory
S09175,49,High School,Medium,Auditory
S09176,32,High School,High,Auditory
S09177,48,Undergraduate,Low,Auditory
S09178,39,Postgraduate,Low,Kinesthetic
S09179,42,Undergraduate,High,Auditory
S09180,32,High School,Low,Auditory
S09181,26,High School,Medium,Kinesthetic
S09182,45,High School,Medium,Visual
S09183,49,Postgraduate,Medium,Visual
S09184,27,High School,Medium,Auditory
S09185,44,Undergraduate,Medium,Kinesthetic
S09186,40,Undergraduate,Low,Visual
S09187,26,Undergraduate,Low,Visual
S09188,29,High School,Low,Visual
S09189,16,Postgraduate,Low,Reading/Writing
S09190,16,Undergraduate,High,Auditory
S09191,30,High School,High,Kinesthetic
S09192,29,High School,High,Auditory
S09193,15,Postgraduate,Low,Visual
S09194,40,Postgraduate,Medium,Reading/Writing
S09195,20,High School,Low,Auditory
S09196,42,Undergraduate,High,Reading/Writing
S09197,41,Postgraduate,High,Auditory
S09198,44,High School,Medium,Reading/Writing
S09199,36,Undergraduate,Medium,Reading/Writing
S09200,30,Undergraduate,Medium,Visual
S09201,36,High School,Medium,Kinesthetic
S09202,40,Undergraduate,Medium,Auditory
S09203,35,High School,Medium,Reading/Writing
S09204,45,Undergraduate,Low,Visual
S09205,39,Postgraduate,Medium,Visual
S09206,18,High School,High,Visual
S09207,47,Undergraduate,Medium,Reading/Writing
S09208,15,Undergraduate,Low,Auditory
S09209,38,Postgraduate,High,Auditory
S09210,36,High School,Medium,Kinesthetic
S09211,29,Postgraduate,Medium,Auditory
S09212,18,High School,Medium,Visual
S09213,15,High School,Medium,Kinesthetic
S09214,34,Postgraduate,Medium,Auditory
S09215,46,High School,Medium,Visual
S09216,29,High School,Medium,Reading/Writing
S09217,18,High School,Low,Reading/Writing
S09218,32,High School,High,Reading/Writing
S09219,49,Undergraduate,High,Auditory
S09220,32,High School,Low,Reading/Writing
S09221,40,Postgraduate,Low,Visual
S09222,29,Postgraduate,Medium,Auditory
S09223,40,Postgraduate,Medium,Kinesthetic
S09224,43,High School,Medium,Reading/Writing
S09225,39,Undergraduate,Medium,Kinesthetic
S09226,27,Undergraduate,High,Kinesthetic
S09227,19,Postgraduate,Medium,Kinesthetic
S09228,31,High School,Medium,Reading/Writing
S09229,28,High School,Medium,Auditory
S09230,25,Undergraduate,High,Visual
S09231,39,Undergraduate,High,Kinesthetic
S09232,29,Undergraduate,High,Auditory
S09233,49,High School,Medium,Auditory
S09234,20,High School,Low,Kinesthetic
S09235,31,Postgraduate,High,Kinesthetic
S09236,40,Postgraduate,Medium,Reading/Writing
S09237,36,Undergraduate,Medium,Reading/Writing
S09238,34,High School,High,Visual
S09239,26,Undergraduate,Low,Visual
S09240,37,Undergraduate,Medium,Kinesthetic
S09241,39,Undergraduate,Medium,Reading/Writing
S09242,38,Postgraduate,Medium,Reading/Writing
S09243,26,Undergraduate,Low,Visual
S09244,29,Undergraduate,High,Kinesthetic
S09245,49,Undergraduate,Low,Visual
S09246,39,High School,Medium,Reading/Writing
S09247,40,Undergraduate,Medium,Kinesthetic
S09248,38,Undergraduate,Medium,Kinesthetic
S09249,17,Undergraduate,High,Auditory
S09250,35,High School,High,Auditory
S09251,27,Undergraduate,Low,Reading/Writing
S09252,46,Undergraduate,High,Reading/Writing
S09253,45,Undergraduate,Medium,Auditory
S09254,28,Undergraduate,Medium,Visual
S09255,45,High School,Medium,Kinesthetic
S09256,37,Undergraduate,High,Kinesthetic
S09257,17,Undergraduate,Low,Kinesthetic
S09258,21,Undergraduate,Medium,Visual
S09259,43,Undergraduate,Low,Visual
S09260,22,High School,Medium,Auditory
S09261,29,Postgraduate,Low,Auditory
S09262,22,High School,Low,Visual
S09263,38,High School,Medium,Kinesthetic
S09264,44,Undergraduate,Medium,Visual
S09265,25,Undergraduate,Medium,Visual
S09266,26,Postgraduate,Medium,Auditory
S09267,29,Undergraduate,Low,Visual
S09268,40,Undergraduate,Medium,Reading/Writing
S09269,16,Undergraduate,Low,Reading/Writing
S09270,19,Undergraduate,High,Auditory
S09271,24,High School,Medium,Visual
S09272,37,Postgraduate,Medium,Visual
S09273,22,High School,Low,Reading/Writing
S09274,36,Postgraduate,High,Visual
S09275,18,Undergraduate,High,Kinesthetic
S09276,17,Undergraduate,Low,Auditory
S09277,46,Undergraduate,High,Auditory
S09278,47,Undergraduate,High,Auditory
S09279,49,Postgraduate,High,Visual
S09280,24,Undergraduate,High,Visual
S09281,45,Undergraduate,Low,Kinesthetic
S09282,29,Undergraduate,Medium,Auditory
S09283,48,Undergraduate,Medium,Kinesthetic
S09284,28,Undergraduate,Low,Kinesthetic
S09285,21,Postgraduate,Medium,Kinesthetic
S09286,35,High School,Medium,Visual
S09287,28,Undergraduate,High,Visual
S09288,18,Undergraduate,High,Kinesthetic
S09289,29,Undergraduate,Medium,Reading/Writing
S09290,42,Postgraduate,Medium,Visual
S09291,21,Postgraduate,Medium,Auditory
S09292,41,Undergraduate,Low,Kinesthetic
S09293,41,Postgraduate,Medium,Reading/Writing
S09294,33,Postgraduate,Low,Kinesthetic
S09295,35,High School,High,Auditory
S09296,47,Undergraduate,Low,Reading/Writing
S09297,37,High School,Medium,Reading/Writing
S09298,44,Undergraduate,High,Reading/Writing
S09299,24,High School,Medium,Reading/Writing
S09300,47,Undergraduate,Low,Visual
S09301,47,Undergraduate,Low,Kinesthetic
S09302,49,High School,Low,Visual
S09303,31,High School,High,Visual
S09304,35,Undergraduate,Medium,Kinesthetic
S09305,29,Undergraduate,Low,Kinesthetic
S09306,23,Undergraduate,Medium,Reading/Writing
S09307,45,Postgraduate,High,Auditory
S09308,23,High School,Medium,Visual
S09309,44,Undergraduate,Medium,Reading/Writing
S09310,17,Undergraduate,Medium,Reading/Writing
S09311,39,Undergraduate,Medium,Auditory
S09312,30,Undergraduate,High,Visual
S09313,18,High School,Low,Auditory
S09314,33,Postgraduate,Medium,Kinesthetic
S09315,15,Undergraduate,High,Auditory
S09316,49,High School,Medium,Visual
S09317,17,Undergraduate,Medium,Visual
S09318,46,Undergraduate,Medium,Reading/Writing
S09319,49,High School,Medium,Visual
S09320,22,Undergraduate,Low,Auditory
S09321,44,Postgraduate,High,Auditory
S09322,16,High School,High,Auditory
S09323,44,Undergraduate,Medium,Auditory
S09324,30,Undergraduate,Low,Reading/Writing
S09325,21,Postgraduate,Medium,Reading/Writing
S09326,18,Undergraduate,High,Reading/Writing
S09327,20,Postgraduate,Medium,Visual
S09328,32,Postgraduate,Medium,Auditory
S09329,26,Undergraduate,Low,Kinesthetic
S09330,45,Postgraduate,Medium,Kinesthetic
S09331,23,Undergraduate,Medium,Auditory
S09332,15,High School,Medium,Reading/Writing
S09333,43,High School,Medium,Auditory
S09334,16,High School,Medium,Reading/Writing
S09335,21,Undergraduate,Medium,Visual
S09336,43,Postgraduate,High,Auditory
S09337,19,Undergraduate,Medium,Visual
S09338,37,Undergraduate,Medium,Reading/Writing
S09339,42,Postgraduate,Low,Auditory
S09340,35,Undergraduate,High,Reading/Writing
S09341,25,High School,Medium,Auditory
S09342,29,High School,Low,Kinesthetic
S09343,30,Undergraduate,Low,Auditory
S09344,33,High School,Medium,Reading/Writing
S09345,21,Postgraduate,Medium,Reading/Writing
S09346,35,Undergraduate,Medium,Reading/Writing
S09347,28,High School,Medium,Visual
S09348,21,Undergraduate,Medium,Auditory
S09349,40,Undergraduate,Medium,Visual
S09350,44,Postgraduate,Medium,Visual
S09351,17,High School,High,Reading/Writing
S09352,22,Postgraduate,High,Kinesthetic
S09353,37,High School,Medium,Auditory
S09354,47,Postgraduate,Medium,Visual
S09355,24,High School,Medium,Visual
S09356,49,Undergraduate,Low,Reading/Writing
S09357,38,High School,High,Reading/Writing
S09358,46,Undergraduate,Low,Reading/Writing
S09359,39,Postgraduate,Low,Kinesthetic
S09360,20,Undergraduate,High,Kinesthetic
S09361,42,Postgraduate,Medium,Visual
S09362,47,Undergraduate,Medium,Reading/Writing
S09363,19,High School,Medium,Visual
S09364,22,Postgraduate,High,Visual
S09365,22,High School,Medium,Kinesthetic
S09366,41,High School,Medium,Reading/Writing
S09367,16,High School,Low,Reading/Writing
S09368,22,Postgraduate,High,Visual
S09369,40,Undergraduate,Low,Reading/Writing
S09370,48,Undergraduate,High,Reading/Writing
S09371,15,High School,Low,Visual
S09372,28,Postgraduate,Medium,Kinesthetic
S09373,17,Postgraduate,Medium,Visual
S09374,19,Undergraduate,Low,Reading/Writing
S09375,33,Undergraduate,Medium,Visual
S09376,37,Undergraduate,Medium,Reading/Writing
S09377,30,High School,High,Visual
S09378,44,Undergraduate,Low,Kinesthetic
S09379,21,High School,Medium,Visual
S09380,36,Undergraduate,Medium,Kinesthetic
S09381,21,Undergraduate,High,Reading/Writing
S09382,37,High School,Medium,Auditory
S09383,35,Undergraduate,Medium,Auditory
S09384,19,Undergraduate,Medium,Auditory
S09385,35,High School,High,Reading/Writing
S09386,17,Undergraduate,Low,Reading/Writing
S09387,38,Undergraduate,High,Auditory
S09388,33,Undergraduate,Medium,Auditory
S09389,47,Undergraduate,Medium,Auditory
S09390,28,Undergraduate,Medium,Auditory
S09391,34,Undergraduate,Medium,Reading/Writing
S09392,37,High School,Medium,Kinesthetic
S09393,39,Undergraduate,Medium,Reading/Writing
S09394,27,Undergraduate,Low,Kinesthetic
S09395,25,High School,Low,Visual
S09396,48,High School,High,Auditory
S09397,45,High School,High,Reading/Writing
S09398,48,High School,Medium,Reading/Writing
S09399,23,Postgraduate,High,Reading/Writing
S09400,41,Undergraduate,Low,Kinesthetic
S09401,48,High School,Low,Visual
S09402,26,Undergraduate,Medium,Reading/Writing
S09403,28,Undergraduate,Low,Kinesthetic
S09404,19,Undergraduate,Low,Auditory
S09405,34,High School,High,Kinesthetic
S09406,25,Undergraduate,High,Kinesthetic
S09407,49,Postgraduate,Low,Reading/Writing
S09408,34,High School,Medium,Auditory
S09409,42,Undergraduate,Low,Kinesthetic
S09410,15,Postgraduate,Medium,Auditory
S09411,18,Postgraduate,Low,Reading/Writing
S09412,41,Undergraduate,Medium,Auditory
S09413,24,Undergraduate,High,Visual
S09414,26,Undergraduate,Low,Reading/Writing
S09415,17,Undergraduate,Medium,Visual
S09416,44,Postgraduate,Medium,Auditory
S09417,33,Postgraduate,Low,Visual
S09418,26,Undergraduate,Medium,Visual
S09419,19,High School,Medium,Reading/Writing
S09420,40,High School,High,Reading/Writing
S09421,25,Postgraduate,Low,Auditory
S09422,47,High School,High,Auditory
S09423,20,Undergraduate,High,Visual
S09424,40,High School,Medium,Visual
S09425,18,Postgraduate,High,Visual
S09426,25,Undergraduate,Medium,Auditory
S09427,42,Undergraduate,Medium,Kinesthetic
S09428,33,Undergraduate,Low,Kinesthetic
S09429,37,Undergraduate,Medium,Kinesthetic
S09430,33,Undergraduate,Low,Visual
S09431,49,High School,Medium,Auditory
S09432,48,Undergraduate,Low,Visual
S09433,32,Undergraduate,Medium,Reading/Writing
S09434,35,High School,Medium,Reading/Writing
S09435,34,Postgraduate,Low,Auditory
S09436,15,High School,High,Visual
S09437,41,Postgraduate,Low,Visual
S09438,40,Undergraduate,Low,Reading/Writing
S09439,27,Undergraduate,Medium,Kinesthetic
S09440,44,High School,High,Reading/Writing
S09441,16,High School,Medium,Kinesthetic
S09442,26,Undergraduate,Low,Reading/Writing
S09443,24,High School,Medium,Reading/Writing
S09444,41,High School,Medium,Kinesthetic
S09445,36,Postgraduate,Low,Reading/Writing
S09446,27,High School,Low,Kinesthetic
S09447,27,Undergraduate,Medium,Auditory
S09448,47,High School,Low,Kinesthetic
S09449,19,High School,Low,Visual
S09450,16,High School,Medium,Auditory
S09451,37,High School,Low,Kinesthetic
S09452,19,High School,Medium,Auditory
S09453,37,Undergraduate,Low,Reading/Writing
S09454,24,Undergraduate,Medium,Visual
S09455,15,Undergraduate,Low,Auditory
S09456,23,Undergraduate,Low,Visual
S09457,29,High School,Medium,Auditory
S09458,16,Undergraduate,Low,Reading/Writing
S09459,33,Postgraduate,High,Reading/Writing
S09460,25,Undergraduate,Medium,Reading/Writing
S09461,31,Undergraduate,Medium,Reading/Writing
S09462,22,High School,Medium,Reading/Writing
S09463,29,Undergraduate,Low,Visual
S09464,26,Postgraduate,Low,Reading/Writing
S09465,34,Undergraduate,Medium,Auditory
S09466,42,Postgraduate,Medium,Visual
S09467,39,Undergraduate,Medium,Reading/Writing
S09468,46,Undergraduate,High,Reading/Writing
S09469,17,Postgraduate,Medium,Visual
S09470,23,High School,High,Kinesthetic
S09471,17,Postgraduate,Medium,Kinesthetic
S09472,20,Undergraduate,Medium,Visual
S09473,29,Undergraduate,Low,Kinesthetic
S09474,16,Undergraduate,Medium,Visual
S09475,31,Postgraduate,Medium,Kinesthetic
S09476,16,High School,High,Visual
S09477,36,Undergraduate,Medium,Kinesthetic
S09478,23,Undergraduate,High,Reading/Writing
S09479,25,High School,Low,Visual
S09480,44,Undergraduate,Medium,Reading/Writing
S09481,17,Postgraduate,Low,Kinesthetic
S09482,43,Postgraduate,Low,Auditory
S09483,28,Postgraduate,Medium,Kinesthetic
S09484,49,High School,Medium,Visual
S09485,23,Postgraduate,High,Visual
S09486,16,Undergraduate,Medium,Auditory
S09487,41,Undergraduate,High,Auditory
S09488,25,Postgraduate,Medium,Reading/Writing
S09489,40,Postgraduate,High,Visual
S09490,41,Postgraduate,High,Auditory
S09491,31,High School,Medium,Kinesthetic
S09492,33,Postgraduate,High,Reading/Writing
S09493,40,Postgraduate,Medium,Auditory
S09494,42,High School,Medium,Visual
S09495,49,High School,Medium,Auditory
S09496,27,Undergraduate,Medium,Kinesthetic
S09497,21,Undergraduate,Medium,Kinesthetic
S09498,42,Undergraduate,Medium,Reading/Writing
S09499,40,Undergraduate,Medium,Visual
S09500,34,Undergraduate,Low,Reading/Writing
S09501,41,Undergraduate,Medium,Kinesthetic
S09502,41,Postgraduate,High,Auditory
S09503,42,High School,Medium,Auditory
S09504,26,High School,Medium,Reading/Writing
S09505,43,Undergraduate,High,Kinesthetic
S09506,33,Undergraduate,Medium,Reading/Writing
S09507,25,Undergraduate,High,Visual
S09508,24,High School,Medium,Reading/Writing
S09509,30,High School,High,Auditory
S09510,29,Undergraduate,Low,Visual
S09511,28,Undergraduate,Medium,Auditory
S09512,47,High School,Medium,Visual
S09513,25,Undergraduate,High,Auditory
S09514,24,High School,High,Reading/Writing
S09515,48,Undergraduate,High,Visual
S09516,34,Postgraduate,High,Kinesthetic
S09517,43,Undergraduate,Low,Visual
S09518,23,Undergraduate,Low,Reading/Writing
S09519,48,Postgraduate,Medium,Visual
S09520,36,High School,Medium,Kinesthetic
S09521,31,Undergraduate,Low,Reading/Writing
S09522,49,High School,Medium,Auditory
S09523,46,Undergraduate,Medium,Visual
S09524,38,Undergraduate,Low,Kinesthetic
S09525,21,Postgraduate,High,Kinesthetic
S09526,29,Undergraduate,High,Auditory
S09527,16,Undergraduate,Low,Kinesthetic
S09528,31,Postgraduate,Medium,Visual
S09529,29,High School,High,Visual
S09530,45,High School,High,Reading/Writing
S09531,31,High School,Medium,Auditory
S09532,17,Undergraduate,Low,Auditory
S09533,38,High School,Low,Auditory
S09534,46,Undergraduate,High,Auditory
S09535,18,Postgraduate,High,Auditory
S09536,35,Undergraduate,High,Reading/Writing
S09537,22,High School,Medium,Kinesthetic
S09538,46,High School,High,Kinesthetic
S09539,32,Undergraduate,Medium,Auditory
S09540,26,Undergraduate,Medium,Visual
S09541,44,Postgraduate,Low,Kinesthetic
S09542,42,Undergraduate,Medium,Reading/Writing
S09543,17,Undergraduate,Medium,Auditory
S09544,31,Postgraduate,Medium,Kinesthetic
S09545,36,High School,Low,Reading/Writing
S09546,25,Undergraduate,Medium,Auditory
S09547,37,High School,Medium,Kinesthetic
S09548,49,High School,Medium,Visual
S09549,30,Undergraduate,High,Kinesthetic
S09550,45,Postgraduate,Medium,Reading/Writing
S09551,48,High School,High,Visual
